File generated by hopscount_parser.py 
Original file name: scenario2-storing.txt
Number of motes: 25


Mote[1] | Dest_Mote_ID | Hops
		| 			17 | 	4
		| 			18 | 	1
		| 			19 | 	3
		| 			2 | 	2
		| 			20 | 	3
		| 			21 | 	6
		| 			22 | 	4
		| 			23 | 	2
		| 			24 | 	3
		| 			25 | 	1
		| 			3 | 	2
		| 			4 | 	5
		| 			6 | 	3
		| 			7 | 	4
		| 			8 | 	2
		| 			9 | 	4
Hops Avg to all motes: 2.83333333333


Mote[6] | Dest_Mote_ID | Hops
		| 			1 | 	2
		| 			10 | 	4
		| 			11 | 	1
		| 			12 | 	3
		| 			13 | 	3
		| 			14 | 	3
		| 			15 | 	2
		| 			16 | 	1
		| 			17 | 	2
		| 			18 | 	4
		| 			19 | 	2
		| 			2 | 	3
		| 			20 | 	1
		| 			21 | 	1
		| 			22 | 	1
		| 			23 | 	1
		| 			24 | 	2
		| 			25 | 	2
		| 			3 | 	3
		| 			4 | 	2
		| 			5 | 	3
		| 			7 | 	3
		| 			8 | 	2
		| 			9 | 	1
Hops Avg to all motes: 2.16666666667


Mote[7] | Dest_Mote_ID | Hops
		| 			1 | 	2
		| 			10 | 	3
		| 			11 | 	1
		| 			12 | 	2
		| 			13 | 	5
		| 			14 | 	4
		| 			15 | 	2
		| 			16 | 	4
		| 			17 | 	2
		| 			18 | 	2
		| 			19 | 	3
		| 			2 | 	5
		| 			20 | 	2
		| 			21 | 	2
		| 			22 | 	2
		| 			23 | 	5
		| 			24 | 	2
		| 			25 | 	3
		| 			3 | 	4
		| 			4 | 	1
		| 			5 | 	4
		| 			6 | 	3
		| 			8 | 	1
		| 			9 | 	1
Hops Avg to all motes: 2.70833333333


Mote[8] | Dest_Mote_ID | Hops
		| 			1 | 	3
		| 			10 | 	2
		| 			11 | 	2
		| 			12 | 	2
		| 			13 | 	3
		| 			14 | 	4
		| 			15 | 	6
		| 			16 | 	5
		| 			17 | 	2
		| 			18 | 	1
		| 			19 | 	2
		| 			2 | 	1
		| 			20 | 	1
		| 			21 | 	2
		| 			22 | 	2
		| 			23 | 	2
		| 			24 | 	1
		| 			25 | 	5
		| 			3 | 	3
		| 			4 | 	2
		| 			5 | 	2
		| 			6 | 	2
		| 			7 | 	1
		| 			9 | 	1
Hops Avg to all motes: 2.375


Mote[9] | Dest_Mote_ID | Hops
		| 			1 | 	3
		| 			10 | 	5
		| 			11 | 	2
		| 			12 | 	3
		| 			13 | 	4
		| 			14 | 	3
		| 			15 | 	3
		| 			16 | 	2
		| 			17 | 	2
		| 			18 | 	5
		| 			19 | 	3
		| 			2 | 	3
		| 			20 | 	2
		| 			21 | 	2
		| 			22 | 	3
		| 			23 | 	4
		| 			24 | 	2
		| 			25 | 	4
		| 			3 | 	3
		| 			4 | 	2
		| 			5 | 	4
		| 			6 | 	1
		| 			7 | 	1
		| 			8 | 	1
Hops Avg to all motes: 2.79166666667


Mote[10] | Dest_Mote_ID | Hops
		| 			1 | 	1
		| 			11 | 	4
		| 			12 | 	2
		| 			13 | 	2
		| 			14 | 	2
		| 			15 | 	1
		| 			16 | 	3
		| 			17 | 	4
		| 			18 | 	3
		| 			19 | 	1
		| 			2 | 	2
		| 			20 | 	3
		| 			21 | 	6
		| 			22 | 	4
		| 			23 | 	2
		| 			24 | 	1
		| 			25 | 	4
		| 			3 | 	2
		| 			4 | 	2
		| 			5 | 	2
		| 			6 | 	4
		| 			7 | 	3
		| 			8 | 	2
		| 			9 | 	5
Hops Avg to all motes: 2.70833333333


Mote[11] | Dest_Mote_ID | Hops
		| 			1 | 	3
		| 			10 | 	4
		| 			12 | 	1
		| 			13 | 	5
		| 			14 | 	2
		| 			15 | 	1
		| 			16 | 	1
		| 			17 | 	2
		| 			18 | 	6
		| 			19 | 	2
		| 			2 | 	1
		| 			20 | 	1
		| 			21 | 	4
		| 			22 | 	2
		| 			23 | 	1
		| 			24 | 	1
		| 			25 | 	2
		| 			3 | 	4
		| 			4 | 	1
		| 			5 | 	3
		| 			6 | 	1
		| 			7 | 	1
		| 			8 | 	2
		| 			9 | 	2
Hops Avg to all motes: 2.20833333333


Mote[12] | Dest_Mote_ID | Hops
		| 			1 | 	4
		| 			10 | 	2
		| 			11 | 	1
		| 			13 | 	3
		| 			14 | 	3
		| 			15 | 	2
		| 			16 | 	3
		| 			17 | 	1
		| 			18 | 	1
		| 			19 | 	6
		| 			2 | 	4
		| 			20 | 	2
		| 			21 | 	1
		| 			22 | 	1
		| 			23 | 	3
		| 			24 | 	1
		| 			25 | 	4
		| 			3 | 	3
		| 			4 | 	3
		| 			5 | 	5
		| 			6 | 	3
		| 			7 | 	2
		| 			8 | 	2
		| 			9 | 	3
Hops Avg to all motes: 2.625


Mote[13] | Dest_Mote_ID | Hops
		| 			1 | 	1
		| 			10 | 	2
		| 			11 | 	5
		| 			12 | 	3
		| 			14 | 	2
		| 			15 | 	2
		| 			16 | 	2
		| 			17 | 	4
		| 			18 | 	2
		| 			19 | 	2
		| 			2 | 	3
		| 			20 | 	4
		| 			21 | 	5
		| 			22 | 	3
		| 			23 | 	2
		| 			24 | 	2
		| 			25 | 	3
		| 			3 | 	1
		| 			4 | 	3
		| 			5 | 	2
		| 			6 | 	3
		| 			7 | 	5
		| 			8 | 	3
		| 			9 | 	4
Hops Avg to all motes: 2.83333333333


Mote[14] | Dest_Mote_ID | Hops
		| 			1 | 	1
		| 			10 | 	2
		| 			11 | 	2
		| 			12 | 	3
		| 			13 | 	2
		| 			15 | 	1
		| 			16 | 	1
		| 			17 | 	4
		| 			18 | 	5
		| 			19 | 	2
		| 			2 | 	3
		| 			20 | 	5
		| 			21 | 	3
		| 			22 | 	3
		| 			23 | 	1
		| 			24 | 	2
		| 			25 | 	1
		| 			3 | 	2
		| 			4 | 	4
		| 			5 | 	2
		| 			6 | 	3
		| 			7 | 	4
		| 			8 | 	4
		| 			9 | 	3
Hops Avg to all motes: 2.625


Mote[15] | Dest_Mote_ID | Hops
		| 			1 | 	2
		| 			10 | 	1
		| 			11 | 	1
		| 			12 | 	2
		| 			13 | 	2
		| 			14 | 	1
		| 			16 | 	1
		| 			17 | 	4
		| 			18 | 	4
		| 			19 | 	1
		| 			2 | 	1
		| 			20 | 	1
		| 			21 | 	3
		| 			22 | 	3
		| 			23 | 	1
		| 			24 | 	1
		| 			25 | 	1
		| 			3 | 	4
		| 			4 | 	3
		| 			5 | 	3
		| 			6 | 	2
		| 			7 | 	2
		| 			8 | 	6
		| 			9 | 	3
Hops Avg to all motes: 2.20833333333


Mote[16] | Dest_Mote_ID | Hops
		| 			1 | 	2
		| 			10 | 	3
		| 			11 | 	1
		| 			12 | 	3
		| 			13 | 	2
		| 			14 | 	1
		| 			15 | 	1
		| 			17 | 	2
		| 			18 | 	3
		| 			19 | 	2
		| 			2 | 	1
		| 			20 | 	2
		| 			21 | 	3
		| 			22 | 	5
		| 			23 | 	2
		| 			24 | 	1
		| 			25 | 	1
		| 			3 | 	1
		| 			4 | 	4
		| 			5 | 	1
		| 			6 | 	1
		| 			7 | 	4
		| 			8 | 	5
		| 			9 | 	2
Hops Avg to all motes: 2.20833333333


Mote[17] | Dest_Mote_ID | Hops
		| 			1 | 	4
		| 			10 | 	4
		| 			11 | 	2
		| 			12 | 	1
		| 			13 | 	4
		| 			14 | 	4
		| 			15 | 	4
		| 			16 | 	2
		| 			18 | 	4
		| 			19 | 	6
		| 			2 | 	2
		| 			20 | 	2
		| 			21 | 	1
		| 			22 | 	1
		| 			23 | 	2
		| 			24 | 	2
		| 			25 | 	5
		| 			3 | 	6
		| 			4 | 	2
		| 			5 | 	4
		| 			6 | 	2
		| 			7 | 	2
		| 			8 | 	2
		| 			9 | 	2
Hops Avg to all motes: 2.91666666667


Mote[18] | Dest_Mote_ID | Hops
		| 			1 | 	3
		| 			10 | 	3
		| 			11 | 	6
		| 			12 | 	1
		| 			13 | 	2
		| 			14 | 	5
		| 			15 | 	4
		| 			16 | 	3
		| 			17 | 	4
		| 			19 | 	4
		| 			2 | 	3
		| 			20 | 	4
		| 			21 | 	2
		| 			22 | 	2
		| 			23 | 	4
		| 			24 | 	3
		| 			25 | 	3
		| 			3 | 	3
		| 			4 | 	3
		| 			5 | 	1
		| 			6 | 	4
		| 			7 | 	2
		| 			8 | 	1
		| 			9 | 	5
Hops Avg to all motes: 3.125


Mote[19] | Dest_Mote_ID | Hops
		| 			1 | 	2
		| 			10 | 	1
		| 			11 | 	2
		| 			12 | 	6
		| 			13 | 	2
		| 			14 | 	2
		| 			15 | 	1
		| 			16 | 	2
		| 			17 | 	6
		| 			18 | 	4
		| 			2 | 	1
		| 			20 | 	3
		| 			21 | 	3
		| 			22 | 	6
		| 			23 | 	1
		| 			24 | 	3
		| 			25 | 	3
		| 			3 | 	1
		| 			4 | 	3
		| 			5 | 	3
		| 			6 | 	2
		| 			7 | 	3
		| 			8 | 	2
		| 			9 | 	3
Hops Avg to all motes: 2.70833333333


Mote[20] | Dest_Mote_ID | Hops
		| 			1 | 	-
		| 			10 | 	3
		| 			11 | 	1
		| 			12 | 	2
		| 			13 | 	4
		| 			14 | 	5
		| 			15 | 	1
		| 			16 | 	2
		| 			17 | 	2
		| 			18 | 	4
		| 			19 | 	3
		| 			2 | 	1
		| 			21 | 	2
		| 			22 | 	2
		| 			23 | 	2
		| 			24 | 	1
		| 			25 | 	2
		| 			3 | 	2
		| 			4 | 	2
		| 			5 | 	3
		| 			6 | 	1
		| 			7 | 	2
		| 			8 | 	1
		| 			9 | 	2
Hops Avg to all motes: 2.17391304348


Mote[21] | Dest_Mote_ID | Hops
		| 			1 | 	4
		| 			10 | 	6
		| 			11 | 	4
		| 			12 | 	1
		| 			13 | 	5
		| 			14 | 	3
		| 			15 | 	3
		| 			16 | 	3
		| 			17 | 	1
		| 			18 | 	2
		| 			19 | 	3
		| 			2 | 	3
		| 			20 | 	2
		| 			22 | 	3
		| 			23 | 	2
		| 			24 | 	3
		| 			25 | 	2
		| 			3 | 	4
		| 			4 | 	1
		| 			5 | 	6
		| 			6 | 	1
		| 			7 | 	2
		| 			8 | 	2
		| 			9 | 	2
Hops Avg to all motes: 2.83333333333


Mote[22] | Dest_Mote_ID | Hops
		| 			1 | 	4
		| 			10 | 	4
		| 			11 | 	2
		| 			12 | 	1
		| 			13 | 	3
		| 			14 | 	3
		| 			15 | 	3
		| 			16 | 	5
		| 			17 | 	1
		| 			18 | 	2
		| 			19 | 	6
		| 			2 | 	3
		| 			20 | 	2
		| 			21 | 	3
		| 			23 | 	2
		| 			24 | 	4
		| 			25 | 	5
		| 			3 | 	2
		| 			4 | 	1
		| 			5 | 	4
		| 			6 | 	1
		| 			7 | 	2
		| 			8 | 	2
		| 			9 | 	3
Hops Avg to all motes: 2.83333333333


Mote[23] | Dest_Mote_ID | Hops
		| 			1 | 	-
		| 			10 | 	2
		| 			11 | 	1
		| 			12 | 	3
		| 			13 | 	2
		| 			14 | 	1
		| 			15 | 	1
		| 			16 | 	2
		| 			17 | 	2
		| 			18 | 	4
		| 			19 | 	1
		| 			2 | 	2
		| 			20 | 	2
		| 			21 | 	2
		| 			22 | 	2
		| 			24 | 	2
		| 			25 | 	2
		| 			3 | 	1
		| 			4 | 	2
		| 			5 | 	2
		| 			6 | 	1
		| 			7 | 	5
		| 			8 | 	2
		| 			9 | 	4
Hops Avg to all motes: 2.08695652174


Mote[24] | Dest_Mote_ID | Hops
		| 			1 | 	2
		| 			10 | 	1
		| 			11 | 	1
		| 			12 | 	1
		| 			13 | 	2
		| 			14 | 	2
		| 			15 | 	1
		| 			16 | 	1
		| 			17 | 	2
		| 			18 | 	3
		| 			19 | 	3
		| 			2 | 	2
		| 			20 | 	1
		| 			21 | 	3
		| 			22 | 	4
		| 			23 | 	2
		| 			25 | 	2
		| 			3 | 	3
		| 			4 | 	3
		| 			5 | 	3
		| 			6 | 	2
		| 			7 | 	2
		| 			8 | 	1
		| 			9 | 	2
Hops Avg to all motes: 2.04166666667


Mote[25] | Dest_Mote_ID | Hops
		| 			1 | 	2
		| 			10 | 	4
		| 			11 | 	2
		| 			12 | 	4
		| 			13 | 	3
		| 			14 | 	1
		| 			15 | 	1
		| 			16 | 	1
		| 			17 | 	5
		| 			18 | 	3
		| 			19 | 	3
		| 			2 | 	4
		| 			20 | 	2
		| 			21 | 	2
		| 			22 | 	5
		| 			23 | 	2
		| 			24 | 	2
		| 			3 | 	2
		| 			4 | 	6
		| 			5 | 	1
		| 			6 | 	2
		| 			7 | 	3
		| 			8 | 	5
		| 			9 | 	4
Hops Avg to all motes: 2.875

|Total Hops avg all with all: 2.56498023715
